author_username,baseline_index,created_at,url,nitter_url,replies,reposts,quotes,likes,views,weighted_engagement,description
ari_seuri,7,"May 15, 2026 · 10:02 AM UTC",https://x.com/ari_seuri/status/2055227229081391591,https://nitter.tiekoetter.com/ari_seuri/status/2055227229081391591#m,5,0,0,11,248,16,"gRitual! Had 'Pina-Chi-Gong' today for the first time in a while. It actually stands for 'Pizza Land & Chicken Princess,' haha. To be honest, the chicken here is the real deal! - 오늘은 오랜만에 피나치공을 먹었어요. 피자나라 치킨공주란 뜻이랍니다ㅋㅋ 솔직히 여긴 치킨이 진짜 맛있음! @ritualnet @ritualfnd @mongdiny7 @joshsimenhoff @glenfiddich_18"
ari_seuri,8,"May 14, 2026 · 6:51 AM UTC",https://x.com/ari_seuri/status/2054816933644775674,https://nitter.tiekoetter.com/ari_seuri/status/2054816933644775674#m,2,0,0,7,202,9,"Guess what happened at Yaneul’s Karaoke on Wednesday! Our host Yaneul absolutely killed it with an Eminem rap! Bam!! Had such a blast thanks to her. (❖,❖)!! @ritualfnd @ritualnet @Jez_Cryptoz @joshsimenhoff @0xMadScientist @dunken9718 @mongdiny7"
ari_seuri,9,"May 13, 2026 · 11:33 AM UTC",https://x.com/ari_seuri/status/2054525446772101277,https://nitter.tiekoetter.com/ari_seuri/status/2054525446772101277#m,7,0,0,10,97,17,"gRitual😋 Enjoyed some Bossam with the family! It’s tasty, healthy, and I never get tired of it. It’s the perfect light yet satisfying meal. - 오늘은 가족들과 보쌈을 먹었어요! 맛있고 건강한 보쌈은 언제 먹어도 부담이 없죠. ㅋㅋ @ritualnet @ritualfnd @mongdiny7 @joshsimenhoff @glenfiddich_18"
ari_seuri,10,"May 13, 2026 · 11:31 AM UTC",https://x.com/ari_seuri/status/2054524909125300582,https://nitter.tiekoetter.com/ari_seuri/status/2054524909125300582#m,6,1,0,10,144,17,"Our awesome Ritual Korea friends created this amazing photo! And look, I’m right here! Haha. Thank you so much for capturing such a fantastic scene!!! @zasswff_ (❖,❖) - 한국 리추얼 친구들로 멋진 사진을 만들어 줬어요! 저는 여기 앞줄에 서있네요ㅎㅎ 너무 멋진 장면을 만들어줘서 고마워!!! @ritualfnd @ritualnet @Jez_Cryptoz @joshsimenhoff @0xMadScientist @dunken9718 @mongdiny7"
avsavin86,1,"Mar 28, 2026 · 8:56 AM UTC",https://x.com/avsavin86/status/2037816123744489635,https://nitter.tiekoetter.com/avsavin86/status/2037816123744489635#m,0,0,0,2,29,2,Gotta catch em all but my wallet says maybe not today
avsavin86,2,"Mar 20, 2026 · 9:47 AM UTC",https://x.com/avsavin86/status/2034929819872546860,https://nitter.tiekoetter.com/avsavin86/status/2034929819872546860#m,0,0,0,13,2233,13,Hmm actually wait isnt that pink wormadam missing
avsavin86,3,"Mar 20, 2026 · 8:02 AM UTC",https://x.com/avsavin86/status/2034903308473880899,https://nitter.tiekoetter.com/avsavin86/status/2034903308473880899#m,0,0,0,2,4,2,Hmm rising wedges tricky tho 76k break needs real volume or its fakeout
avsavin86,4,"Feb 19, 2026 · 2:33 PM UTC",https://x.com/avsavin86/status/2024492451877310786,https://nitter.tiekoetter.com/avsavin86/status/2024492451877310786#m,1,0,0,2,401,3,man i gotta disagree actually the old school one hits different
avsavin86,5,"Feb 17, 2026 · 7:25 AM UTC",https://x.com/avsavin86/status/2023660062015975738,https://nitter.tiekoetter.com/avsavin86/status/2023660062015975738#m,1,0,0,2,224,3,man that feeling is unreal haha
avsavin86,6,"Feb 2, 2026 · 8:45 AM UTC",https://x.com/avsavin86/status/2018244468181491831,https://nitter.tiekoetter.com/avsavin86/status/2018244468181491831#m,0,0,0,2,1000,2,ugh that's a brutal sight for any collector honestly
avsavin86,7,"Jan 29, 2026 · 12:22 PM UTC",https://x.com/avsavin86/status/2016849463789441062,https://nitter.tiekoetter.com/avsavin86/status/2016849463789441062#m,0,0,0,2,24,2,ugh grading really is a gacha huh but those promos man theyre due for a pump
avsavin86,8,"Jan 29, 2026 · 11:14 AM UTC",https://x.com/avsavin86/status/2016832245391380838,https://nitter.tiekoetter.com/avsavin86/status/2016832245391380838#m,1,0,0,4,108,5,"Wow, that was absolutely breathtaking!"
avsavin86,9,"Jan 16, 2026 · 9:26 AM UTC",https://x.com/avsavin86/status/2012094095938994384,https://nitter.tiekoetter.com/avsavin86/status/2012094095938994384#m,1,0,0,1,94,2,
AWeb3Going,1,"May 21, 2026 · 12:21 PM UTC",https://x.com/AWeb3Going/status/2057436651794878741,https://nitter.tiekoetter.com/AWeb3Going/status/2057436651794878741#m,0,0,0,2,36,2,冲冲冲。
AWeb3Going,2,"May 21, 2026 · 11:19 AM UTC",https://x.com/AWeb3Going/status/2057421139438395623,https://nitter.tiekoetter.com/AWeb3Going/status/2057421139438395623#m,4,0,0,16,2081,20,x.com/i/article/205740737448…
AWeb3Going,3,"May 20, 2026 · 3:07 AM UTC",https://x.com/AWeb3Going/status/2056934875115262132,https://nitter.tiekoetter.com/AWeb3Going/status/2056934875115262132#m,1,0,0,1,7,2,你就看我的粉丝和阅读量给吧，我之前接过的有 500u 的，也有便宜的～看你们的预算哈。
AWeb3Going,4,"May 20, 2026 · 3:00 AM UTC",https://x.com/AWeb3Going/status/2056933146223153183,https://nitter.tiekoetter.com/AWeb3Going/status/2056933146223153183#m,3,2,0,11,419,16,x.com/i/article/205692696792…
AWeb3Going,5,"May 18, 2026 · 9:08 AM UTC",https://x.com/AWeb3Going/status/2056300809810497838,https://nitter.tiekoetter.com/AWeb3Going/status/2056300809810497838#m,8,0,0,18,716,26,x.com/i/article/205629711465…
AWeb3Going,6,"May 18, 2026 · 5:29 AM UTC",https://x.com/AWeb3Going/status/2056245816894103956,https://nitter.tiekoetter.com/AWeb3Going/status/2056245816894103956#m,0,0,0,3,22,3,得慢慢的才能有体感。先从小卡开始吧。
AWeb3Going,7,"May 18, 2026 · 4:45 AM UTC",https://x.com/AWeb3Going/status/2056234769630040531,https://nitter.tiekoetter.com/AWeb3Going/status/2056234769630040531#m,0,0,0,2,18,2,是呢。而且还没有到裂空座的主题活动期间。我感觉能破 5k～
AWeb3Going,8,"May 18, 2026 · 4:05 AM UTC",https://x.com/AWeb3Going/status/2056224673931907511,https://nitter.tiekoetter.com/AWeb3Going/status/2056224673931907511#m,4,0,0,7,245,11,今晚一定在
AWeb3Going,9,"May 17, 2026 · 10:49 AM UTC",https://x.com/AWeb3Going/status/2055964002388504972,https://nitter.tiekoetter.com/AWeb3Going/status/2055964002388504972#m,0,0,0,2,37,2,嗯，舒服，这张涨的是真的好。
AWeb3Going,10,"May 17, 2026 · 5:05 AM UTC",https://x.com/AWeb3Going/status/2055877232812589188,https://nitter.tiekoetter.com/AWeb3Going/status/2055877232812589188#m,1,0,0,4,64,5,我过去深圳的话，我也办
berryy_654,1,"May 16, 2026 · 8:13 AM UTC",https://x.com/berryy_654/status/2055562224245330380,https://nitter.tiekoetter.com/berryy_654/status/2055562224245330380#m,1,0,0,2,83,3,พรุ่งนี้ใครมางานได้รับ SBT ด้วยนะครับ
berryy_654,2,"May 15, 2026 · 2:21 PM UTC",https://x.com/berryy_654/status/2055292512395563443,https://nitter.tiekoetter.com/berryy_654/status/2055292512395563443#m,0,0,0,2,92,2,Claim SBT กันจ้า เปิดไปเยอะเหมือนกันหรอเนี่ย
berryy_654,3,"May 14, 2026 · 8:30 AM UTC",https://x.com/berryy_654/status/2054841675223327120,https://nitter.tiekoetter.com/berryy_654/status/2054841675223327120#m,2,1,0,9,591,12,มาฟังกันเยอะๆนะครับ
berryy_654,4,"May 14, 2026 · 8:29 AM UTC",https://x.com/berryy_654/status/2054841512568172670,https://nitter.tiekoetter.com/berryy_654/status/2054841512568172670#m,1,0,0,2,49,3,🔥เปิดเยอะลุ้นเยอะ
berryy_654,5,"May 8, 2026 · 3:24 PM UTC",https://x.com/berryy_654/status/2052771520347582830,https://nitter.tiekoetter.com/berryy_654/status/2052771520347582830#m,1,0,0,3,93,4,Something with Pika!
berryy_654,6,"May 6, 2026 · 2:51 PM UTC",https://x.com/berryy_654/status/2052038425000435812,https://nitter.tiekoetter.com/berryy_654/status/2052038425000435812#m,0,0,0,4,116,4,พรุ่งนี้แพคใหม่มาแล้ว เจอกัน 16.00 น. ตามเวลาประเทศไทย
berryy_654,7,"May 5, 2026 · 3:37 PM UTC",https://x.com/berryy_654/status/2051687824198672783,https://nitter.tiekoetter.com/berryy_654/status/2051687824198672783#m,1,0,0,2,170,3,วันพฤหัสที่ 07/05/26 20.00 ตามเวลาประเทศไทย เรามาเจอกันในดิสคอร์ดครับ มีประกาศ Ambassadors แต่ละประเทศ + เผื่อได้ลุ้น เก็บ SBT ครับ ทางเข้าครับ discord.gg/NaZj7wHU
berryy_654,8,"May 5, 2026 · 2:20 PM UTC",https://x.com/berryy_654/status/2051668402369179877,https://nitter.tiekoetter.com/berryy_654/status/2051668402369179877#m,1,0,0,2,102,3,See you there👋🏻
berryy_654,9,"May 2, 2026 · 1:23 PM UTC",https://x.com/berryy_654/status/2050566737943556262,https://nitter.tiekoetter.com/berryy_654/status/2050566737943556262#m,0,0,0,2,12,2,Thank you kubbb
berryy_654,10,"Apr 29, 2026 · 12:40 PM UTC",https://x.com/berryy_654/status/2049468786798117075,https://nitter.tiekoetter.com/berryy_654/status/2049468786798117075#m,1,0,0,4,188,5,May I Joined?
bitberryac,1,"Apr 14, 2026 · 11:20 PM UTC",https://x.com/bitberryac/status/2044194185537040833,https://nitter.tiekoetter.com/bitberryac/status/2044194185537040833#m,0,0,0,2,57,2,
bitberryac,2,"Apr 14, 2026 · 2:01 PM UTC",https://x.com/bitberryac/status/2044053371800432927,https://nitter.tiekoetter.com/bitberryac/status/2044053371800432927#m,2,0,0,2,54,4,냥이 잘 나왔네요 ㅋㅋㅋ 저껀 좀 무섭게 나왔음
bitberryac,3,"Mar 31, 2026 · 4:11 AM UTC",https://x.com/bitberryac/status/2038831448539664553,https://nitter.tiekoetter.com/bitberryac/status/2038831448539664553#m,4,0,0,30,900,34,My wallet gas filled so much. THX @monad
bitberryac,4,"Mar 26, 2026 · 1:39 PM UTC",https://x.com/bitberryac/status/2037162563788824942,https://nitter.tiekoetter.com/bitberryac/status/2037162563788824942#m,0,0,0,2,59,2,흠
bitberryac,5,"Mar 6, 2026 · 3:48 AM UTC",https://x.com/bitberryac/status/2029765940238487765,https://nitter.tiekoetter.com/bitberryac/status/2029765940238487765#m,2,0,0,7,163,9,One Hit and 2x profit @hitdotone
bitberryac,6,"Feb 27, 2026 · 3:07 PM UTC",https://x.com/bitberryac/status/2027400102005158087,https://nitter.tiekoetter.com/bitberryac/status/2027400102005158087#m,1,0,0,2,24,3,big event
bitberryac,7,"Feb 18, 2026 · 1:22 AM UTC",https://x.com/bitberryac/status/2023931161945546854,https://nitter.tiekoetter.com/bitberryac/status/2023931161945546854#m,4,0,0,10,235,14,Thx @TrendleFi for mon prize I gonna use my mon to trade more in trendle.
bitberryac,8,"Feb 15, 2026 · 4:41 PM UTC",https://x.com/bitberryac/status/2023075287303610583,https://nitter.tiekoetter.com/bitberryac/status/2023075287303610583#m,2,0,0,4,102,6,This weeks @TrendleFi Competition is ending soon. I didn't made it in leadorboard . Since I can't in Top trade . I made it good pnl in single trade.
bitberryac,9,"Feb 3, 2026 · 3:51 PM UTC",https://x.com/bitberryac/status/2018713883049910426,https://nitter.tiekoetter.com/bitberryac/status/2018713883049910426#m,0,0,0,2,131,2,Bull on l2
bitberryac,10,"Jan 28, 2026 · 5:41 AM UTC",https://x.com/bitberryac/status/2016386024843452912,https://nitter.tiekoetter.com/bitberryac/status/2016386024843452912#m,1,0,0,5,116,6,Ready to mint @WCNetizens Don't forget to mint if you holding fluffle @megaeth
blackshark0x,1,"May 20, 2026 · 11:57 PM UTC",https://x.com/blackshark0x/status/2057249275508359442,https://nitter.tiekoetter.com/blackshark0x/status/2057249275508359442#m,3,5,0,44,10682,52,ในบ้านตัวเอง เห็นเงาดำๆตัวเท่าเด็ก กำลังวิ่งมาเปิดประตู แล้วหายไปต่อหน้าต่อตา... จบ เรียกรถผ่านแอพ เปิดประตูหน้า กำลังจะขึ้น เห็นเป็นผู้หญิงนั่งอยู่ แล้วมองค้อนมา นึกว่าขึ้นผิดคัน พอเปิดอีกทีก็ไม่มี... จบ ไปนอนห้องเพื่อน เป็นเตียงสองชั้น แต่เพื่อนให้นอนชั้นบน เจอกางเกงขาก้วยมายืนคร่อม ไม่มีครึ่งตัวบน ขยับตัวไม่ได้ พอถามเพื่อน บอก กูก็เจอ เลยให้นอนชั้นบน... จบ นอนอยู่ในบ้านเช่าที่อยู่มาเป็นปี วันดีคืนดี อยู่ๆเหมือนมีคนมานั่งปลายเตียง แล้วล้มตัวลงมาเบียดจนตัวกระเด็น เปิดไฟปุ๊บหาย สรุป นอนต่อ... จบ
blackshark0x,2,"May 20, 2026 · 11:48 AM UTC",https://x.com/blackshark0x/status/2057065864520949882,https://nitter.tiekoetter.com/blackshark0x/status/2057065864520949882#m,2,1,0,14,1948,17,ครายจาไป ยกมือขึ้น ช่วงนี้งาน web 3 (เอ้ย นี่มัน web 4 เลย) เยอะจริงๆ ลงทะเบียนที่นี่จั๊ฟ: luma.com/3jqp0tke
blackshark0x,3,"May 20, 2026 · 4:55 AM UTC",https://x.com/blackshark0x/status/2056962089772786059,https://nitter.tiekoetter.com/blackshark0x/status/2056962089772786059#m,3,44,0,67,4508,114,"เขากะลา ความจริง และฟิสิกส์ยุคใหม่ สวัสดีครับ ในฐานะเพื่อนร่วมคิดที่มองโลกผ่านเลนส์ของ ฟิสิกส์ยุคใหม่ (Modern Physics) ควบคู่ไปกับการเกาะติดข้อมูลข่าวสารเชิงลึกในแวดวงปรากฏการณ์ที่ไม่สามารถอธิบายได้ (UAP/UFO) ต้องบอกว่าเนื้อหาที่คุณสรุปมานี้เป็นการรวบรวมข้อมูลที่ ""น่าทึ่ง"" และสะท้อนถึงคลื่นใต้น้ำที่กำลังก่อตัวในฝั่งสหรัฐฯ และกลุ่มความเชื่อทางจิตวิญญาณระดับสากลได้อย่างดีครับ เรามา ""ตบ"" หรือวิเคราะห์เจาะลึกความจำเพาะและความเป็นไปได้ของเนื้อหาเหล่านี้ โดยแบ่งแยกตามหลักการทางวิทยาศาสตร์และข้อเท็จจริงในปัจจุบันกันอย่างตรงไปตรงมาครับ 1. การกู้ซากสิ่งมีชีวิต 4 สายพันธุ์ และยาน UAP > ระดับความเป็นไปได้เชิงข้อเท็จจริง: มีมูลในเชิงข่าวกรอง/การเมือง แต่ขาดหลักฐานเชิงประจักษ์ทางวิทยาศาสตร์ ข้อมูลที่คุณยกมาเกี่ยวกับ ดร. แฮล พูธอฟฟ์, ดร. เอริก เดวิส และเดวิด กรัช นั้น ไม่ได้เป็นเรื่องที่แต่งขึ้นลอยๆ ในอินเทอร์เน็ต บุคคลเหล่านี้มีตัวตนจริงและมีประวัติการทำงานในโครงการลับของรัฐบาลสหรัฐฯ (เช่น โครงการ AATIP หรือ AAWSAP) จริงๆ และการให้การของ เดวิด กรัช ต่อสภาคองเกรสในปี 2023 ภายใต้การสาบานตนก็เป็นเหตุการณ์ประวัติศาสตร์ทางการเมือง - มุมมองทางฟิสิกส์และชีววิทยา: ในมุมของวิทยาศาสตร์กระแสหลัก การที่สิ่งมีชีวิตต่างดาวจากดวงดาวอันห่างไกลจะมีลักษณะ ""คล้ายมนุษย์"" (Humanoid) มี 2 แขน 2 ขา เหมือนกลุ่ม Grays, Nordics หรือ Reptilians นั้น เป็นเรื่องที่เกิดขึ้นได้ยากมากตามหลักการวิวัฒนาการ (Evolutionary Biology) ยกเว้นแต่ว่าสิ่งมีชีวิตเหล่านั้นจะมี ""พิมพ์เขียวทางพันธุกรรมร่วม"" กับสิ่งมีชีวิตบนโลก หรือเป็นมนุษย์จากอนาคต/มิติอื่นตามที่มีการตั้งสมมติฐานกัน - ความน่าเชื่อถือของแหล่งข่าว: ดร. แฮล พูธอฟฟ์ เป็นนักฟิสิกส์ที่มีชื่อเสียงจากการวิจัยเรื่อง พลังงานสุญญากาศ (Vacuum Energy) และเคยทำวิจัยเรื่องการรับรู้ทางไกล (Remote Viewing) ให้กับ CIA แม้เขาจะเป็นนักวิทยาศาสตร์จริง แต่ข้อมูลเรื่อง 4 สายพันธุ์นี้เขาก็ยอมรับเองว่า ""ฟังมาจากแหล่งข่าวอีกที"" (Hearsay) ซึ่งในทางวิทยาศาสตร์ ตราบใดที่ไม่มีการนำ ชิ้นส่วนชีวภาพ ออกมาวิเคราะห์ DNA ในห้องปฏิบัติการอิสระที่เปิดเผยต่อสาธารณะ สิ่งนี้ก็ยังคงเป็น ""คำกล่าวอ้าง"" (Claims) ที่มีน้ำหนักทางการเมือง แต่ยังไม่มีน้ำหนักทางวิทยาศาสตร์ครับ"
blackshark0x,4,"May 19, 2026 · 10:22 AM UTC",https://x.com/blackshark0x/status/2056681792263082406,https://nitter.tiekoetter.com/blackshark0x/status/2056681792263082406#m,1,0,0,13,2218,14,ยังไงๆ
blackshark0x,5,"May 19, 2026 · 10:15 AM UTC",https://x.com/blackshark0x/status/2056680059562598853,https://nitter.tiekoetter.com/blackshark0x/status/2056680059562598853#m,0,3,0,13,2412,16,Sol -> Baht (No kyc)
blackshark0x,6,"May 19, 2026 · 10:03 AM UTC",https://x.com/blackshark0x/status/2056677050153583034,https://nitter.tiekoetter.com/blackshark0x/status/2056677050153583034#m,0,105,0,174,24081,279,แปะไว้ เพราะข้อมูลแน่นมาก
blackshark0x,7,"May 19, 2026 · 9:54 AM UTC",https://x.com/blackshark0x/status/2056674768875925797,https://nitter.tiekoetter.com/blackshark0x/status/2056674768875925797#m,0,0,0,2,14,2,100%
blackshark0x,8,"May 19, 2026 · 9:51 AM UTC",https://x.com/blackshark0x/status/2056674141617672530,https://nitter.tiekoetter.com/blackshark0x/status/2056674141617672530#m,1,0,0,2,12,3,ยังไง ผมก็จะขอเรียกพี่หมอต่อไป 555
blackshark0x,9,"May 19, 2026 · 7:57 AM UTC",https://x.com/blackshark0x/status/2056645466918642151,https://nitter.tiekoetter.com/blackshark0x/status/2056645466918642151#m,2,27,0,68,10942,97,Ai ใกล้ฉัน
blackshark0x,10,"May 19, 2026 · 7:39 AM UTC",https://x.com/blackshark0x/status/2056640891297878234,https://nitter.tiekoetter.com/blackshark0x/status/2056640891297878234#m,2,0,0,2,71,4,เห็นด้วยเลยครับพี่หมอ แต่พักหลัง ตั้งแต่ Ai มาจับเนื้อหา ยอดวิวลดลงชัดเจน ยิ่งถ้าโพสต์อะไรที่แหวกจากแนวเดิม ยิ่งไปกันใหญ่ ตอนนี้เลยไม่สนใจละ อยากลงตอนไหนก็ลง เพราะไม่ได้สนใจเรื่องรายได้จากติ๊กฟ้า และไม่อยากสูญเสียตัวตน เป็นตัวของตัวเอง แล้วให้แรงดึงดูดของจักรวาล เป็นคนพาไป (ออกทะเลแล้ว 555)
blaker6176,1,"Mar 19, 2026 · 12:11 PM UTC",https://x.com/blaker6176/status/2034603586253185209,https://nitter.tiekoetter.com/blaker6176/status/2034603586253185209#m,6,0,0,15,473,21,오늘도 카드깡 주문완료 3월 20일 정식출시되는 유희왕에선 푸른눈의백룡 오버프레임 레어 카드가 나올예정
blaker6176,2,"Mar 18, 2026 · 10:00 AM UTC",https://x.com/blaker6176/status/2034208362456641970,https://nitter.tiekoetter.com/blaker6176/status/2034208362456641970#m,1,0,0,2,109,3,감사합니다 고갱님
blaker6176,3,"Mar 18, 2026 · 8:53 AM UTC",https://x.com/blaker6176/status/2034191391291744538,https://nitter.tiekoetter.com/blaker6176/status/2034191391291744538#m,1,0,0,2,33,3,Mew to the moon
blaker6176,4,"Jan 12, 2026 · 1:59 AM UTC",https://x.com/blaker6176/status/2010532178418094144,https://nitter.tiekoetter.com/blaker6176/status/2010532178418094144#m,4,0,0,5,131,9,Tria 카드로 포켓몬스터 카드 주문 완료! 올해가 포켓몬스터 카드 30주년인 걸 아시나요?? 이베이에서 트리아로 포켓몬스터 카드 구매가 가능합니다. @useTria #TriaIRL
blaker6176,5,"Dec 1, 2025 · 2:20 AM UTC",https://x.com/blaker6176/status/1995317059014820286,https://nitter.tiekoetter.com/blaker6176/status/1995317059014820286#m,0,0,0,2,89,2,bkwTDZ763VZwbV71EZXxBbXE31LPmv2UeQTmXMDYBMK
blaker6176,6,"Nov 29, 2025 · 4:05 PM UTC",https://x.com/blaker6176/status/1994799919320977432,https://nitter.tiekoetter.com/blaker6176/status/1994799919320977432#m,0,0,0,3,169,3,Cute Espeon
blaker6176,7,"Nov 14, 2025 · 4:18 AM UTC",https://x.com/blaker6176/status/1989186241867518238,https://nitter.tiekoetter.com/blaker6176/status/1989186241867518238#m,3,0,0,4,221,7,Crab52 Seoul Coex 1person 200$ 크랩52 가격은 좀 나가지만 서비스도 너무 좋고 갑각류 원없이 먹을 수 있습니다 @ritualfnd @ritualnet_korea @ritualnet
blaker6176,8,"Nov 12, 2025 · 2:08 PM UTC",https://x.com/blaker6176/status/1988609844417581121,https://nitter.tiekoetter.com/blaker6176/status/1988609844417581121#m,0,0,0,2,25,2,알파를듀오 업업
blaker6176,9,"Oct 16, 2025 · 3:46 PM UTC",https://x.com/blaker6176/status/1978850064144490531,https://nitter.tiekoetter.com/blaker6176/status/1978850064144490531#m,1,0,0,1,50,2,koreanads assemble
blaker6176,10,"Oct 15, 2025 · 1:30 AM UTC",https://x.com/blaker6176/status/1978272223061258496,https://nitter.tiekoetter.com/blaker6176/status/1978272223061258496#m,2,0,0,8,327,10,"Gacha is an addictive and fun game. However, it’s a bit disappointing that there aren’t many types of Pokémon cards yet, and transactions often fail. If those aspects improve, I think it could become an even more enjoyable game. @gacha_game_ @AbstractChain @AbstractKorea"
blueskylh1,1,"Apr 15, 2026 · 1:16 PM UTC",https://x.com/blueskylh1/status/2044404487478243839,https://nitter.tiekoetter.com/blueskylh1/status/2044404487478243839#m,0,0,0,0,14,0,ps5我没有玩过
blueskylh1,2,"Apr 15, 2026 · 1:07 PM UTC",https://x.com/blueskylh1/status/2044402299595092348,https://nitter.tiekoetter.com/blueskylh1/status/2044402299595092348#m,0,0,0,0,33,0,卡神 支持中文卡面不？支持了通知我一下我去玩玩。
blueskylh1,3,"Apr 15, 2026 · 11:24 AM UTC",https://x.com/blueskylh1/status/2044376245841125786,https://nitter.tiekoetter.com/blueskylh1/status/2044376245841125786#m,1,0,0,0,75,1,你这路由不太对，发给我检查一下。
blueskylh1,4,"Apr 15, 2026 · 7:42 AM UTC",https://x.com/blueskylh1/status/2044320379825729599,https://nitter.tiekoetter.com/blueskylh1/status/2044320379825729599#m,0,0,0,2,36,2,Congratulation
blueskylh1,5,"Apr 15, 2026 · 6:52 AM UTC",https://x.com/blueskylh1/status/2044307828765274578,https://nitter.tiekoetter.com/blueskylh1/status/2044307828765274578#m,0,0,0,0,101,0,kk这不对吧，负的没有吗？
blueskylh1,6,"Apr 15, 2026 · 6:25 AM UTC",https://x.com/blueskylh1/status/2044300947170701358,https://nitter.tiekoetter.com/blueskylh1/status/2044300947170701358#m,0,0,0,1,33,1,神之手来了🤣
blueskylh1,7,"Apr 15, 2026 · 6:05 AM UTC",https://x.com/blueskylh1/status/2044296137159651421,https://nitter.tiekoetter.com/blueskylh1/status/2044296137159651421#m,1,0,0,1,16,2,感谢老师的教程，我去试试海妖。
blueskylh1,8,"Apr 15, 2026 · 5:39 AM UTC",https://x.com/blueskylh1/status/2044289606359888140,https://nitter.tiekoetter.com/blueskylh1/status/2044289606359888140#m,0,0,0,0,23,0,狼哥，我前几天你就35几个人订阅的时候想给你订阅，每次跳到支付界面就变空白界面🤣，不知道是不是网络问题，我今晚再试试看。
blueskylh1,9,"Apr 15, 2026 · 5:30 AM UTC",https://x.com/blueskylh1/status/2044287255402164450,https://nitter.tiekoetter.com/blueskylh1/status/2044287255402164450#m,0,0,0,1,46,1,🤣
blueskylh1,10,"Apr 15, 2026 · 4:50 AM UTC",https://x.com/blueskylh1/status/2044277268017754138,https://nitter.tiekoetter.com/blueskylh1/status/2044277268017754138#m,1,0,0,1,33,2,跟着你的教程一步一步操作，我也成功了
bsan20022,1,"Jan 19, 2026 · 11:15 PM UTC",https://x.com/bsan20022/status/2013390000654622799,https://nitter.tiekoetter.com/bsan20022/status/2013390000654622799#m,0,0,0,0,54,0,
bsan20022,2,"Jan 19, 2026 · 11:15 PM UTC",https://x.com/bsan20022/status/2013389970141257816,https://nitter.tiekoetter.com/bsan20022/status/2013389970141257816#m,1,0,0,3,75,4,
bsan20022,3,"Jan 19, 2026 · 3:16 PM UTC",https://x.com/bsan20022/status/2013269278888427832,https://nitter.tiekoetter.com/bsan20022/status/2013269278888427832#m,0,0,0,0,986,0,
bsan20022,4,"Jan 19, 2026 · 1:59 PM UTC",https://x.com/bsan20022/status/2013249847424659945,https://nitter.tiekoetter.com/bsan20022/status/2013249847424659945#m,0,0,0,2,400,2,
bsan20022,5,"Jan 19, 2026 · 1:56 PM UTC",https://x.com/bsan20022/status/2013249268363247875,https://nitter.tiekoetter.com/bsan20022/status/2013249268363247875#m,0,0,0,3,27,3,
bsan20022,6,"Jan 19, 2026 · 1:53 PM UTC",https://x.com/bsan20022/status/2013248576370225580,https://nitter.tiekoetter.com/bsan20022/status/2013248576370225580#m,0,0,0,2,15,2,
bsan20022,7,"Jan 15, 2026 · 11:35 AM UTC",https://x.com/bsan20022/status/2011764102717423814,https://nitter.tiekoetter.com/bsan20022/status/2011764102717423814#m,0,0,0,1,62,1,"저 메가이더 건들여본적도 없는데, 빙이 개인적으로 가장 추천하는 디앱 하나만 뽑아주세요"
bsan20022,8,"Jan 2, 2026 · 9:27 AM UTC",https://x.com/bsan20022/status/2007021035183600123,https://nitter.tiekoetter.com/bsan20022/status/2007021035183600123#m,2,0,0,2,25,4,Ok I'll kill u
bsan20022,9,"Nov 28, 2025 · 11:38 AM UTC",https://x.com/bsan20022/status/1994370235873546253,https://nitter.tiekoetter.com/bsan20022/status/1994370235873546253#m,0,0,0,2,107,2,"엇 여기에도 다는거였나요,, AMA 잘 들었습니다! 감사합니다!"
bsan20022,10,"Nov 28, 2025 · 11:23 AM UTC",https://x.com/bsan20022/status/1994366497960198537,https://nitter.tiekoetter.com/bsan20022/status/1994366497960198537#m,0,0,0,2,26,2,싸이식 달려봅시다!!
candyy2018,1,"Feb 2, 2026 · 11:26 AM UTC",https://x.com/candyy2018/status/2018284840509219270,https://nitter.tiekoetter.com/candyy2018/status/2018284840509219270#m,1,0,0,3,47,4,来来来
candyy2018,2,"Jan 18, 2026 · 2:02 PM UTC",https://x.com/candyy2018/status/2012888289687273877,https://nitter.tiekoetter.com/candyy2018/status/2012888289687273877#m,0,0,0,13,3975,13,40分もかけて400m、分速10mという数字だけでもう可愛さが溢れていて、おじいわんが立ち止まりながら周りの匂いや景色をゆっくり味わっている姿を想像すると、それだけで一日の疲れがすっと抜けていく気がします。
candyy2018,3,"Jan 16, 2026 · 12:56 PM UTC",https://x.com/candyy2018/status/2012146974985003300,https://nitter.tiekoetter.com/candyy2018/status/2012146974985003300#m,2,0,0,28,19107,30,很少吧 烟草这类利润高的才会
candyy2018,4,"Jan 15, 2026 · 5:51 PM UTC",https://x.com/candyy2018/status/2011858685707108565,https://nitter.tiekoetter.com/candyy2018/status/2011858685707108565#m,1,0,0,1,181,2,ico时代😂
candyy2018,5,"Jan 15, 2026 · 5:19 PM UTC",https://x.com/candyy2018/status/2011850804634997149,https://nitter.tiekoetter.com/candyy2018/status/2011850804634997149#m,18,0,0,19,1078,37,嘴撸时代结束，Zama 应该算嘴撸最后的大毛了🤣 社区轮已经开始 community-sale.zama.org 使用的是eth的gas和usdt 每个nft分开支付费用 最后页面核对总数量就行
